case,body,trailer,make,model,modelyr
83,80,0,73,705,2008
84,34,0,12,481,2001
85,90,0,37,733,2013
85,34,1,7,482,2003
87,63,0,87,881,2021
88,66,1,86,884,1978
89,66,1,87,881,2005
89,34,0,20,471,2000
89,67,0,12,880,2017
90,6,0,12,24,2014
90,4,0,59,35,2018
90,6,0,35,49,2005
90,61,0,38,882,2014
91,20,0,6,441,1999
92,4,0,49,40,2011
92,5,0,49,51,2012
92,34,0,7,482,2004
92,4,0,37,31,2010
93,20,0,6,441,2003
94,4,0,30,40,2013
94,34,0,20,481,2020
94,14,0,30,402,2019
96,66,1,84,881,2020
97,34,0,49,472,2006
97,20,0,20,444,2006
98,80,0,53,705,2008
99,4,0,49,32,2004
99,4,0,30,40,2009
100,4,0,14,21,2007
100,66,1,82,881,2001
101,80,0,72,706,2017
102,4,0,30,40,2013
103,2,0,49,45,2001
103,15,0,7,422,2017
104,6,0,49,46,2017
105,99,0,99,999,9999
106,4,0,32,43,2006
107,34,0,7,481,1985
109,34,0,7,482,2017
110,80,0,72,706,2002
110,14,0,37,402,2002
111,4,0,37,31,2007
111,4,0,51,47,2006
112,5,0,42,55,2017
113,80,0,72,706,2011
113,80,0,72,706,2009
113,14,0,48,401,1999
113,14,0,37,402,2003
114,14,0,37,402,2016
115,61,0,12,881,2019
116,4,0,12,23,2010
116,34,0,7,482,2012
117,4,0,20,37,2018
119,4,0,37,32,2008
120,67,0,12,880,2005
121,4,0,49,40,2012
122,4,0,30,40,2002
123,4,0,37,31,1996
123,80,0,72,706,2004
124,4,0,34,34,2011
125,14,0,20,404,2008
125,15,0,23,421,2006
126,4,0,59,32,1996
128,80,0,76,706,2007
129,8,0,35,399,9999
130,4,0,55,35,2010
131,6,0,12,24,2015
132,4,0,37,31,1995
133,4,0,55,35,2002
133,66,1,98,804,2016
134,80,0,73,706,2017
134,14,0,37,404,2018
135,4,0,63,38,2017
135,80,0,72,706,2016
136,3,0,30,42,2013
137,80,0,53,706,2004
137,4,0,18,2,2002
138,4,0,37,32,2004
139,66,1,82,881,1999
140,20,0,7,442,2019
140,34,0,23,481,2016
141,80,0,73,703,2017
141,66,1,85,881,2006
142,4,0,35,47,2003
143,9,0,30,42,9999
144,2,0,20,9,2000
145,4,0,12,37,2000
145,34,0,20,473,2019
146,80,0,72,706,2021
148,34,0,7,482,1999
149,80,0,34,706,2015
150,6,0,12,13,1994
150,67,0,12,880,2017
151,4,0,20,22,2006
151,4,0,34,34,2008
152,80,0,72,706,2016
152,66,2,85,881,2018
153,19,0,12,498,2021
154,80,0,72,706,2018
154,10,0,30,43,1981
155,34,0,12,481,1981
156,29,0,99,499,9999
157,20,0,9,442,1994
158,80,0,53,706,2014
158,80,0,98,706,2021
158,4,0,12,23,2016
158,4,0,30,40,2019
159,4,0,32,43,2005
160,4,0,63,34,2008
161,14,0,48,401,2008
161,4,0,42,48,2011
161,14,0,52,402,2011
162,34,1,20,481,2018
163,4,0,30,46,2006
163,63,0,87,881,2013
165,4,0,34,37,1983
166,4,0,63,34,2009
167,66,1,84,881,2000
168,4,0,24,7,2006
168,14,0,34,402,2017
168,34,0,12,481,2013
169,1,0,6,43,1999
170,4,0,35,47,2009
170,4,0,37,31,2009
171,4,0,49,40,2012
172,67,0,12,880,2011
172,67,1,7,880,1997
173,14,0,34,402,2011
173,4,0,42,48,1998
174,4,0,29,5,2018
175,34,0,12,481,2006
176,14,0,48,401,1998
178,6,0,48,45,2006
178,14,0,2,403,1994
179,99,0,99,999,9999
180,2,0,37,32,1995
181,84,0,98,701,2014
183,80,0,72,706,2003
183,14,0,35,401,2006
184,34,0,12,481,2011
184,5,0,41,51,2015
185,80,0,53,705,2006
186,4,0,12,17,2003
186,21,0,7,463,2019
187,80,0,73,706,2015
188,20,0,37,441,2003
188,34,0,12,481,2001
189,4,0,49,32,2009
190,4,0,35,47,2019
190,14,0,51,401,2018
191,14,0,59,403,2019
192,80,0,34,706,2015
192,80,0,72,706,2018
193,4,0,55,35,2005
194,4,0,37,32,2010
195,14,0,48,401,2009
195,80,0,98,706,2019
196,6,0,14,36,1999
197,4,0,49,32,1990
197,14,0,49,402,2017
198,34,0,12,471,2003
199,15,0,20,421,2001
200,34,0,12,481,1973
200,66,0,51,881,2009
201,4,0,12,37,2013
201,63,0,82,898,2021
202,67,0,12,880,2012
202,14,0,41,403,2020
202,66,1,82,881,2019
204,14,0,14,401,2004
205,6,0,6,52,2001
205,14,0,2,404,2011
206,4,0,55,35,2008
207,14,0,23,402,2012
207,80,0,53,706,2020
208,16,0,19,431,9999
208,5,0,49,46,2015
209,14,0,20,404,2006
209,34,0,7,482,2016
209,34,0,12,481,2015
210,14,0,49,403,2011
210,5,0,49,46,2010
211,80,0,72,706,2019
212,4,0,49,40,2001
212,14,0,7,403,2008
213,34,0,20,481,2011
214,5,0,63,33,2007
214,66,1,84,881,2019
215,2,0,35,47,2011
216,4,0,20,37,1999
217,34,0,7,481,1990
217,14,0,20,403,2006
218,80,0,72,706,2006
218,34,0,12,481,2015
218,4,0,35,43,2018
219,66,1,85,881,2014
219,4,0,37,32,1997
219,66,1,82,881,2019
220,80,0,37,706,1985
221,15,0,35,421,2004
221,2,0,37,31,2017
221,14,0,12,401,2017
221,14,0,49,401,2020
222,80,0,73,705,2007
223,14,0,7,403,2007
223,34,0,23,481,1996
224,6,0,13,14,2010
224,5,0,35,50,2011
225,80,0,72,706,2008
226,34,0,20,481,2000
227,6,0,48,34,1998
228,14,0,41,402,2002
229,4,0,52,34,2003
229,63,0,82,881,2007
230,80,0,73,706,2007
230,34,1,20,481,2005
231,14,0,49,401,2015
232,14,0,41,402,2004
232,66,1,85,881,2015
233,4,0,48,38,2004
234,14,0,49,401,1998
236,6,0,20,23,2009
236,4,0,49,40,1995
238,4,0,59,32,1991
239,4,0,20,37,2004
239,92,0,98,998,1995
240,14,0,55,404,2020
241,4,0,49,43,2002
242,14,0,49,402,2003
243,14,0,2,403,2014
243,80,0,72,706,2003
244,1,0,20,4,2008
244,80,0,73,705,2007
245,80,0,72,706,2009
245,34,1,12,481,2017
246,80,0,72,706,2007
247,4,0,54,31,1990
247,34,0,7,482,2014
248,15,0,12,422,1998
248,66,2,82,881,1999
249,4,0,49,40,2004
250,15,0,7,422,2005
251,66,1,82,881,2018
252,15,0,23,421,1995
252,15,0,23,421,1995
252,15,0,12,422,2006
253,80,0,72,706,2014
254,80,0,76,705,2003
254,4,0,41,51,2017
255,90,0,73,734,2004
256,6,0,49,49,2006
258,4,0,32,43,2011
259,14,0,49,403,2003
260,4,0,49,40,2003
261,4,0,55,33,2002
261,15,0,23,421,2005
262,80,0,72,706,2016
262,34,0,7,482,2003
263,80,0,73,705,2006
263,20,0,30,441,1989
264,80,0,73,705,2007
265,14,0,35,401,2005
266,34,0,7,499,1974
266,34,0,7,482,2017
267,80,0,72,706,1992
267,34,0,7,482,2007
268,34,0,12,481,1996
269,34,0,35,472,2000
270,3,0,35,48,2007
271,80,0,72,706,2020
272,61,0,20,881,1996
272,15,0,37,421,2012
273,6,0,49,46,2017
274,80,0,76,706,2010
274,80,0,73,706,2005
275,96,0,98,734,9999
275,4,0,37,32,2010
276,80,0,72,706,2016
277,34,0,49,472,2004
277,4,0,7,24,2012
279,34,0,12,481,2001
279,66,1,87,881,2020
280,34,0,12,473,2003
281,2,0,12,3,2006
282,15,0,37,421,2003
282,6,0,49,49,2006
283,14,0,2,404,1997
283,34,0,23,481,2016
284,4,0,35,47,2017
284,4,0,9,20,2001
285,4,0,49,40,2021
286,34,0,23,481,2015
286,15,0,20,423,2017
286,15,0,19,421,2007
287,4,0,29,5,2019
288,4,0,20,20,1992
289,4,0,99,399,9999
290,80,0,72,706,2006
291,4,0,41,51,2005
291,63,0,84,881,2007
292,4,0,37,31,2001
292,14,0,49,402,2000
293,80,0,76,705,2004
294,34,0,35,471,1995
296,4,0,49,40,1996
297,80,0,72,706,2005
297,6,0,12,24,2011
298,62,0,98,806,2016
298,34,0,20,481,2005
299,80,0,72,706,2017
300,15,0,37,421,2003
302,99,0,99,999,9999
303,4,0,20,37,2006
303,80,0,76,706,2014
304,20,0,12,442,2001
305,21,0,23,461,2014
305,63,0,98,898,2015
305,14,0,49,403,2002
305,14,0,37,402,2012
306,14,0,20,403,2007
306,34,0,20,481,2009
307,34,0,23,471,2003
307,4,0,37,32,1996
308,66,1,82,881,2020
309,80,0,73,706,2004
310,4,0,37,31,1999
310,4,0,32,42,2014
310,4,0,49,40,1997
310,34,0,7,482,2010
311,14,0,18,405,2018
311,66,1,82,881,2019
312,80,0,72,706,2003
312,14,1,2,407,2016
314,61,0,38,882,2012
315,4,0,42,48,2001
315,80,0,37,705,1989
317,4,0,37,32,2005
318,34,0,12,481,2012
318,14,0,35,401,2014
318,6,0,48,38,2001
319,80,0,73,705,2009
319,61,0,12,881,2012
320,14,0,30,403,2021
320,6,0,48,34,2005
320,14,0,2,404,2016
321,4,0,37,32,1995
321,66,2,82,881,2021
323,6,0,35,49,2004
323,66,0,82,881,2006
324,4,0,49,32,2009
325,4,0,37,31,2006
325,15,0,20,422,2011
326,15,0,23,421,2006
327,6,0,20,23,2008
328,4,0,55,35,1999
329,4,0,20,2,2017
329,4,0,41,49,2005
330,4,0,20,22,2006
331,90,0,37,734,2005
332,2,0,12,4,1996
333,4,0,12,37,2007
335,82,0,72,706,2010
336,14,0,37,404,2019
336,4,0,37,31,2015
337,61,0,7,881,2009
337,2,0,37,31,1994
338,80,0,73,703,2013
339,34,0,12,481,1998
340,14,0,12,401,2002
341,14,0,34,402,2013
341,66,1,85,881,2020
342,4,0,37,31,1999
343,3,0,12,13,1994
343,4,0,52,34,2007
344,14,0,55,401,2006
345,4,0,37,31,2008
346,14,0,2,404,2001
347,4,0,59,31,2000
348,4,0,12,17,2007
349,15,0,20,421,2001
350,4,0,21,2,1998
350,14,0,49,402,2008
350,4,0,37,32,1992
351,34,0,12,471,1999
351,66,1,82,881,2020
352,4,0,21,21,2003
352,34,0,37,471,2019
353,80,0,72,706,2011
353,20,0,6,443,2020
353,34,0,12,481,2016
354,1,0,6,43,2005
355,4,0,48,38,2006
358,4,0,54,35,2003
358,14,0,49,403,2004
359,5,0,41,51,2014
360,4,0,49,40,2003
360,14,0,14,402,2006
361,80,0,72,706,2009
361,14,0,55,401,2011
362,34,0,12,481,1983
363,80,0,72,706,2008
364,6,0,48,34,1999
365,4,0,20,37,2008
365,80,0,37,705,1983
366,14,0,2,405,2007
367,14,0,20,404,2020
368,14,0,20,401,1997
369,4,0,24,1,2000
369,63,0,85,881,1989
370,4,0,13,13,2016
370,14,0,37,402,2008
371,3,0,36,38,2013
371,66,2,85,881,1998
372,20,0,7,442,2017
373,34,0,7,482,2005
374,80,0,37,705,2014
374,14,0,35,402,2000
375,1,0,20,9,2012
375,15,0,42,421,2013
376,4,0,34,34,2004
376,9,0,55,42,2014
376,34,0,12,471,1993
377,4,0,37,32,2004
378,4,0,48,34,2012
379,99,0,99,999,9999
379,98,0,97,997,9998
380,34,0,20,481,2016
381,3,0,10,37,1997
382,34,0,12,481,2012
383,4,0,37,32,2016
383,21,1,7,461,1998
384,2,0,20,9,1979
384,34,0,23,481,2005
385,80,0,73,705,2014
385,34,0,12,481,2011
386,80,0,37,705,2009
386,34,0,7,482,2016
387,3,0,56,31,1987
388,4,0,49,40,2004
388,49,0,2,999,9999
389,15,0,20,423,2015
389,80,0,72,706,2021
390,34,0,12,481,1993
391,4,0,54,35,2001
392,14,0,35,401,1996
392,34,0,35,472,2018
393,4,0,35,43,2019
394,4,0,30,46,2018
395,84,0,98,703,2022
395,6,0,49,46,2016
395,99,0,99,999,9999
396,66,1,51,881,2000
397,4,0,41,51,2007
397,66,1,51,881,2005
397,66,1,82,881,2020
397,66,1,51,881,2021
397,5,0,32,48,2016
398,4,0,24,7,2006
399,4,0,48,34,2001
400,63,1,85,881,2007
401,4,0,49,40,2012
402,4,0,12,37,2018
403,4,0,59,35,2012
404,80,0,71,705,2009
405,34,0,20,481,2005
406,4,0,48,38,2012
406,34,0,49,482,2007
407,15,0,37,421,2010
407,80,0,53,705,2001
409,99,9,99,999,9999
410,4,0,37,31,1999
410,61,0,23,882,2004
411,34,0,12,471,1996
411,20,0,6,441,2014
412,14,0,18,402,2004
412,5,0,49,46,2009
412,14,0,37,402,2008
412,14,0,55,401,2007
413,80,0,72,706,2000
413,4,0,49,40,2014
414,66,1,82,881,2020
414,34,0,12,471,1994
415,5,0,20,28,2015
416,34,0,49,472,2019
416,4,0,55,33,2018
417,4,0,12,23,2013
418,4,0,7,24,2007
419,66,0,82,881,1991
419,90,0,37,733,1993
420,14,0,51,401,2010
421,66,1,82,881,2017
422,4,0,48,38,2009
422,4,0,49,40,2005
423,34,0,7,482,2009
424,34,0,20,481,1995
425,34,0,7,482,2003
425,4,0,49,40,2010
425,6,0,12,24,2011
426,80,0,73,705,2021
427,49,0,99,999,9999
428,2,0,20,22,2008
428,4,0,49,32,1996
428,14,0,37,402,2013
429,63,1,85,881,2022
429,14,0,35,402,2000
430,34,0,12,481,2001
431,6,0,52,47,2004
432,4,0,59,35,2002
432,67,0,12,880,2019
433,14,0,35,401,1997
434,4,0,37,32,2008
434,6,0,48,45,2018
434,52,0,92,988,2013
435,80,0,37,706,1998
436,4,0,35,47,2016
437,4,0,30,40,2006
437,66,1,85,881,2015
438,14,0,53,404,2009
438,4,0,20,2,1966
438,4,0,30,40,2021
439,34,0,12,481,2004
439,80,0,37,706,1994
440,66,1,85,881,2021
440,34,0,37,471,2006
440,34,0,7,482,2018
440,67,1,12,880,2018
441,34,0,2,482,1992
441,4,0,32,43,2014
442,34,0,7,482,2002
443,80,0,73,706,2021
443,34,0,49,472,2006
444,4,0,12,23,2017
444,14,0,51,401,2020
445,5,0,12,37,2015
445,66,2,85,881,2019
446,34,0,12,481,1975
446,14,0,38,402,1999
447,4,0,55,35,2012
447,66,2,87,881,2019
449,34,0,35,472,2005
450,4,0,12,17,1994
450,4,0,42,54,2016
450,4,0,20,22,2005
451,4,0,20,2,2008
452,2,0,49,44,2004
453,34,1,12,481,2017
454,34,0,23,481,2006
455,14,0,18,405,2020
455,1,0,59,36,2002
455,14,0,63,402,2012
456,15,0,2,422,2020
458,80,0,53,705,2007
458,5,0,49,51,2010
459,34,0,20,471,1998
460,66,1,82,881,2020
461,4,0,12,17,1994
461,34,0,49,472,2015
462,4,0,41,50,2003
463,34,0,20,481,1992
464,34,1,12,481,2003
464,14,0,63,402,2019
464,14,0,35,401,1994
465,90,0,98,734,2017
466,4,0,35,47,2005
467,66,1,82,881,1999
468,6,0,6,54,2004
468,14,0,55,402,2022
469,4,0,24,7,2007
470,6,0,49,47,2007
470,34,0,12,481,2014
470,34,0,12,481,2015
471,4,0,55,35,2016
471,66,0,84,881,1999
472,4,0,35,39,1997
473,34,0,23,481,2017
474,80,0,72,706,2020
474,14,0,49,402,2015
475,4,0,20,25,2011
475,6,0,48,34,1996
476,6,0,49,49,2005
476,34,0,49,472,1998
476,34,0,7,472,2001
477,34,0,49,472,1997
477,34,0,35,472,2012
478,2,0,37,31,2009
479,6,0,63,37,2017
480,14,0,2,404,1999
480,4,0,20,25,2015
480,98,0,97,997,9998
481,6,0,35,49,2017
481,1,0,30,47,2013
481,6,0,48,34,1998
482,14,0,42,401,2011
482,63,1,87,881,2022
483,34,0,7,482,2013
483,66,1,85,881,2021
484,4,0,35,39,2018
486,3,0,49,50,2006
487,4,0,7,24,2021
487,80,0,37,706,2008
488,2,0,35,47,2009
488,15,0,20,422,2004
489,34,1,12,481,2002
490,99,0,99,999,9999
491,4,0,30,40,2017
491,14,0,12,402,2011
491,4,0,49,43,2005
491,3,0,37,31,1991
491,14,0,49,401,2001
492,6,0,12,24,2012
493,34,0,7,472,2002
494,9,0,37,31,9999
494,4,0,49,32,2006
495,3,0,30,47,2014
497,14,0,12,402,2003
498,34,0,12,471,1994
498,4,0,37,31,2000
498,15,0,23,421,2003
499,20,0,49,442,1999
500,80,0,37,706,2000
500,15,0,63,421,2009
501,4,0,59,35,2016
502,4,0,37,31,2005
502,15,0,20,421,2004
503,34,0,12,481,2017
504,4,0,37,31,2003
504,99,0,99,999,9999
505,4,0,59,35,2002
506,14,0,55,404,2018
506,5,0,20,39,2004
506,14,0,49,403,2010
507,80,0,37,705,2003
507,4,0,29,5,2021
508,34,0,12,471,1996
509,14,0,2,403,2019
509,4,0,59,31,2004
510,4,0,55,41,2012
510,6,0,58,44,2015
511,4,0,18,19,2012
512,4,0,48,38,2012
513,4,0,32,43,2015
513,66,1,82,881,2020
514,66,1,82,881,2020
514,63,1,85,881,2003
515,4,0,7,43,2000
516,4,0,54,36,2006
516,4,0,55,35,2013
517,4,0,12,37,2009
518,15,0,12,422,2004
519,2,0,49,44,1999
519,15,0,54,421,2012
519,14,0,59,403,2012
520,4,0,49,40,1995
520,34,0,12,471,1995
521,2,0,12,13,1998
521,14,0,12,401,1996
522,21,0,12,462,2018
523,4,0,49,32,1996
524,14,0,49,401,1997
524,4,0,49,40,2009
525,20,0,7,442,2012
525,3,0,30,42,2007
525,4,0,6,51,2012
526,1,0,41,45,2007
528,14,0,34,402,2012
529,15,0,12,422,2017
530,67,1,7,880,1996
531,2,0,35,34,1975
531,80,0,72,706,2005
532,4,0,49,40,2004
533,14,0,59,404,2010
534,14,0,12,401,1996
535,4,0,41,35,2002
535,66,1,82,883,1987
536,5,0,30,42,2019
537,99,0,99,999,9999
538,14,0,2,404,1997
538,2,0,32,54,2015
539,8,0,12,398,1968
540,6,0,52,47,2012
541,15,0,54,421,2005
542,14,0,12,401,2017
542,4,0,42,48,2010
543,21,0,12,461,2003
543,34,0,49,472,2011
544,4,0,37,32,2001
544,14,0,12,402,2009
545,14,0,20,404,2005
546,34,0,12,471,1997
546,4,0,20,20,2001
546,14,0,2,404,2013
547,5,0,42,55,2017
548,4,0,18,22,2006
548,34,0,49,482,2008
549,80,0,72,706,2020
550,2,0,42,42,2021
550,14,0,2,403,2010
551,10,0,48,44,2006
551,4,0,59,35,2006
551,34,0,20,473,2005
552,4,0,12,23,2012
553,20,0,49,442,2013
554,4,0,49,43,2004
554,66,1,82,881,2021
555,34,0,49,472,2001
556,4,0,20,16,2005
557,6,0,58,40,2011
558,15,0,19,421,2004
558,5,0,49,46,2005
559,34,0,7,472,2005
560,14,0,7,402,1999
561,4,0,20,37,2015
563,8,0,99,399,9999
565,34,1,20,481,2000
566,34,0,12,481,2018
567,14,0,20,404,2011
568,20,0,7,442,2007
569,14,0,49,498,2021
570,14,0,35,404,2019
571,14,0,12,401,1996
571,52,0,92,988,2010
572,15,0,45,421,2004
572,4,0,37,32,2017
573,80,0,37,705,2011
574,80,0,76,706,2009
575,4,0,51,47,2001
575,4,0,42,42,2009
577,34,1,23,481,2019
578,66,0,82,881,2021
579,14,0,63,401,2017
580,34,0,12,481,2000
582,2,0,12,3,2007
583,4,0,54,35,2000
583,84,0,98,703,2019
584,14,0,35,403,2017
585,4,0,59,35,2001
586,4,0,54,35,2004
587,6,0,35,51,2018
588,14,0,42,405,2017
589,2,0,37,32,2015
589,14,0,37,402,2015
589,6,0,48,34,2002
590,14,0,23,401,2005
591,4,0,12,17,2005
591,34,0,7,482,2013
592,1,0,35,48,2012
593,4,0,35,47,2014
594,80,0,37,706,2001
595,5,0,49,46,2014
596,61,0,12,870,2013
597,4,0,63,32,2016
598,34,0,20,481,2013
598,80,0,37,706,2004
599,34,0,49,472,2004
599,6,0,12,13,1994
600,14,0,49,405,2020
601,14,0,23,401,2007
602,61,0,12,870,2010
603,2,0,37,32,2001
604,2,0,37,31,1999
605,6,0,48,45,2014
605,34,1,7,482,2001
606,6,0,51,43,2004
607,4,0,55,33,2007
608,34,0,7,472,1993
608,6,0,2,1,2020
609,20,0,12,444,2021
609,14,0,49,403,2002
610,6,0,48,34,2004
610,14,0,49,403,2011
611,6,0,7,21,2007
612,20,0,7,442,1996
612,4,0,59,31,2001
612,4,0,49,46,2002
613,80,0,72,706,2007
613,6,0,41,52,2010
614,4,0,24,1,2002
614,4,0,42,48,2016
615,14,0,20,401,2002
616,5,0,41,51,2014
617,4,0,13,1,1992
618,4,0,48,38,2003
618,83,0,37,701,9999
619,14,0,34,402,2020
620,14,0,49,402,2018
620,80,0,76,706,1999
621,14,0,12,401,2001
622,80,0,37,705,2002
622,4,0,55,35,2009
623,14,0,35,404,2020
624,63,0,85,881,2007
624,4,0,34,34,2016
624,14,0,48,498,2021
625,61,0,12,881,2006
626,80,0,37,706,2012
627,14,0,12,401,2000
628,80,0,37,706,2008
628,4,0,7,24,2010
628,15,0,2,422,2020
629,99,9,99,999,9999
630,4,0,12,23,2010
631,34,0,35,472,2002
631,34,0,20,481,2015
631,20,0,37,441,2011
631,14,0,37,402,2010
631,34,0,12,481,2005
631,4,0,37,32,2011
631,4,0,48,34,1999
631,61,0,20,881,2007
631,4,0,30,40,2014
631,34,0,23,481,2011
632,34,0,99,499,9999
633,6,0,52,47,2003
634,4,0,19,21,2007
635,98,9,97,997,9998
636,4,0,49,32,2010
636,4,0,49,40,2017
638,34,0,20,481,1992
639,4,0,37,31,2005
639,4,0,55,36,2017
640,14,0,55,402,2007
