case,year,par,repjur
1,2017,E628946,2.0
2,2017,E627989,26.0
4,2017,3747633,263.0
5,2017,E628691,4.0
6,2017,3746306,263.0
6,2017,3746306,263.0
6,2017,3746306,263.0
7,2017,E629178,5.0
8,2017,E629981,6.0
8,2017,E629981,6.0
8,2017,E629981,6.0
9,2017,E632204,4.0
9,2017,E632204,4.0
10,2017,E632128,8.0
10,2017,E632128,8.0
11,2017,E630209,40.0
12,2017,E631317,7.0
12,2017,E631317,7.0
13,2017,E630362,42.0
14,2017,E631092,83.0
15,2017,E631425,35.0
16,2017,E632347,6.0
16,2017,E632347,6.0
17,2017,E634438,3.0
18,2017,E631960,2.0
18,2017,E631960,2.0
18,2017,E631960,2.0
19,2017,E634659,7.0
19,2017,E634659,7.0
20,2017,E633291,184.0
21,2017,E634199,8.0
22,2017,E635015,1.0
22,2017,E635015,1.0
22,2017,E635015,1.0
23,2017,E634599,22.0
24,2017,E634770,35.0
25,2017,E634964,8.0
25,2017,E634964,8.0
25,2017,E634964,8.0
26,2017,E635844,1.0
26,2017,E635844,1.0
26,2017,E635844,1.0
27,2017,E636880,4.0
28,2017,E636871,1.0
28,2017,E636871,1.0
29,2017,E636762,122.0
31,2017,E638169,8.0
31,2017,E638169,8.0
32,2017,E636978,35.0
33,2017,E636017,1.0
34,2017,E637343,1.0
34,2017,E637343,1.0
35,2017,E631434,305.0
36,2017,E637961,5.0
36,2017,E637961,5.0
37,2017,3753857,263.0
38,2017,E635532,25.0
38,2017,E635532,25.0
39,2017,E638933,337.0
40,2017,E633587,25.0
41,2017,E648561,3.0
41,2017,E648561,3.0
42,2017,E642159,2.0
42,2017,E642159,2.0
42,2017,E642159,2.0
43,2017,E639820,1.0
43,2017,E639820,1.0
44,2017,E643131,1.0
44,2017,E643131,1.0
45,2017,E638895,4.0
45,2017,E638895,4.0
46,2017,E639471,14.0
47,2017,E643622,5.0
47,2017,E643622,5.0
48,2017,3762437,263.0
49,2017,3762593,263.0
50,2017,E641865,25.0
51,2017,E640687,7.0
52,2017,E650617,6.0
53,2017,E641243,278.0
54,2017,E644790,7.0
55,2017,E642403,1.0
56,2017,3398254,160.0
56,2017,3398254,160.0
57,2017,E643387,3.0
57,2017,E643387,3.0
57,2017,E643387,3.0
58,2017,E645429,21.0
58,2017,E645429,21.0
59,2017,E643606,8.0
60,2017,E644403,2.0
60,2017,E644403,2.0
61,2017,E644607,7.0
62,2017,E645035,47.0
63,2017,E643918,40.0
63,2017,E643918,40.0
64,2017,E645622,42.0
64,2017,E645622,42.0
65,2017,E645754,122.0
66,2017,E644437,2.0
66,2017,E644437,2.0
67,2017,E645821,14.0
68,2017,E646985,4.0
69,2017,E649217,163.0
70,2017,E647382,25.0
71,2017,E649721,25.0
72,2017,E644231,47.0
73,2017,E649147,2.0
74,2017,E649502,1.0
75,2017,E648586,35.0
75,2017,E648586,35.0
76,2017,E647658,242.0
76,2017,E647658,242.0
76,2017,E647658,242.0
77,2017,E649722,25.0
78,2017,E650969,6.0
79,2017,E654055,6.0
79,2017,E654055,6.0
80,2017,E651585,129.0
80,2017,E651585,129.0
80,2017,E651585,129.0
80,2017,E651585,129.0
81,2017,E654251,21.0
82,2017,3574458,263.0
83,2017,E652776,222.0
84,2017,E653002,26.0
85,2017,E655807,6.0
85,2017,E655807,6.0
86,2017,E657194,2.0
86,2017,E657194,2.0
86,2017,E657194,2.0
87,2017,E656264,4.0
88,2017,E654164,22.0
88,2017,E654164,22.0
89,2017,E654450,337.0
90,2017,E657038,5.0
91,2017,E659377,8.0
91,2017,E659377,8.0
92,2017,E658130,25.0
92,2017,E658130,25.0
93,2017,E657949,1.0
94,2017,E658363,5.0
95,2017,E658391,4.0
95,2017,E658391,4.0
96,2017,3659614,344.0
97,2017,E656985,7.0
97,2017,E656985,7.0
97,2017,E656985,7.0
98,2017,E658576,282.0
99,2017,E659938,5.0
100,2017,E664562,289.0
101,2017,E661229,2.0
102,2017,E656882,339.0
102,2017,E656882,339.0
103,2017,E659803,7.0
104,2017,E650683,35.0
105,2017,E664237,2.0
106,2017,E660527,2.0
107,2017,E660629,4.0
107,2017,E660629,4.0
109,2017,E661945,8.0
110,2017,E663323,3.0
111,2017,E660637,250.0
111,2017,E660637,250.0
111,2017,E660637,250.0
112,2017,E660182,8.0
113,2017,E662427,290.0
114,2017,E663461,2.0
115,2017,E663918,53.0
115,2017,E663918,53.0
115,2017,E663918,53.0
116,2017,E664778,2.0
116,2017,E664778,2.0
117,2017,3579208,263.0
118,2017,E664738,7.0
119,2017,E664744,7.0
120,2017,E670177,21.0
121,2017,E667256,5.0
121,2017,E667256,5.0
121,2017,E667256,5.0
122,2017,E665546,29.0
123,2017,E666024,226.0
124,2017,E667720,4.0
125,2017,E664546,25.0
125,2017,E664546,25.0
126,2017,3789307,263.0
127,2017,E666917,1.0
127,2017,E666917,1.0
128,2017,E667292,5.0
128,2017,E667292,5.0
129,2017,E667400,28.0
129,2017,E667400,28.0
129,2017,E667400,28.0
130,2017,3743459,160.0
131,2017,E668849,8.0
132,2017,3759251,38.0
133,2017,3123056,180.0
133,2017,3123056,180.0
134,2017,E668067,42.0
134,2017,E668067,42.0
135,2017,E669124,4.0
135,2017,E669124,4.0
136,2017,E668467,7.0
137,2017,E671342,1.0
138,2017,E670168,4.0
138,2017,E670168,4.0
139,2017,E669280,2.0
139,2017,E669280,2.0
141,2017,E674098,35.0
141,2017,E674098,35.0
141,2017,E674098,35.0
141,2017,E674098,35.0
142,2017,E669260,35.0
143,2017,E673190,2.0
143,2017,E673190,2.0
144,2017,E672966,5.0
145,2017,E672920,3.0
145,2017,E672920,3.0
147,2017,E671087,31.0
148,2017,E676815,4.0
149,2017,E671245,42.0
150,2017,E671874,173.0
151,2017,E678121,5.0
152,2017,E678394,5.0
153,2017,E680077,8.0
153,2017,E680077,8.0
153,2017,E680077,8.0
154,2017,E674423,4.0
155,2017,E680840,7.0
155,2017,E680840,7.0
155,2017,E680840,7.0
155,2017,E680840,7.0
156,2017,E673343,6.0
157,2017,E672155,2.0
157,2017,E672155,2.0
157,2017,E672155,2.0
158,2017,E673372,40.0
159,2017,E673801,14.0
160,2017,E674040,35.0
160,2017,E674040,35.0
160,2017,E674040,35.0
161,2017,E674804,25.0
162,2017,E679491,4.0
162,2017,E679491,4.0
163,2017,E674810,42.0
163,2017,E674810,42.0
164,2017,E675079,159.0
164,2017,E675079,159.0
165,2017,E676481,14.0
166,2017,E631361,290.0
167,2017,E633166,127.0
168,2017,E641274,67.0
169,2017,E645038,315.0
170,2017,E645790,129.0
170,2017,E645790,129.0
171,2017,E656405,278.0
171,2017,E656405,278.0
172,2017,3694126,263.0
172,2017,3694126,263.0
173,2017,E659247,25.0
175,2017,E661438,160.0
175,2017,E661438,160.0
176,2017,000TECH,8.0
177,2017,3769457,263.0
178,2017,E680633,6.0
178,2017,E680633,6.0
179,2017,E683891,1.0
180,2017,E677481,2.0
180,2017,E677481,2.0
181,2017,3630656,6.0
182,2017,E680679,2.0
182,2017,E680679,2.0
183,2017,3751757,40.0
184,2017,E677398,2.0
185,2017,E677443,34.0
186,2017,E677561,35.0
187,2017,E677587,155.0
188,2017,E678568,305.0
189,2017,3766555,75.0
190,2017,E680244,13.0
191,2017,E679497,6.0
192,2017,E673996,67.0
193,2017,E677673,26.0
194,2017,E678581,1.0
194,2017,E678581,1.0
195,2017,E681956,7.0
196,2017,E680052,3.0
197,2017,E681995,5.0
198,2017,E681707,6.0
198,2017,E681707,6.0
199,2017,E683693,4.0
200,2017,E685421,4.0
200,2017,E685421,4.0
201,2017,E682134,42.0
202,2017,E684232,1.0
202,2017,E684232,1.0
202,2017,E684232,1.0
203,2017,E710630,35.0
204,2017,E685651,21.0
205,2017,E686753,4.0
205,2017,E686753,4.0
206,2017,E685188,55.0
206,2017,E685188,55.0
206,2017,E685188,55.0
206,2017,E685188,55.0
206,2017,E685188,55.0
207,2017,E684437,7.0
208,2017,E683774,39.0
209,2017,E683703,3.0
211,2017,E683961,55.0
211,2017,E683961,55.0
212,2017,E685220,5.0
213,2017,E693720,2.0
214,2017,E688516,1.0
214,2017,E688516,1.0
215,2017,E688196,7.0
216,2017,3790610,40.0
217,2017,E686046,13.0
218,2017,E687092,6.0
219,2017,E687465,127.0
220,2017,E688425,1.0
221,2017,E688194,25.0
222,2017,E690034,6.0
222,2017,E690034,6.0
223,2017,E688983,25.0
223,2017,E688983,25.0
224,2017,E689120,129.0
224,2017,E689120,129.0
224,2017,E689120,129.0
224,2017,E689120,129.0
224,2017,E689120,129.0
226,2017,E685649,21.0
227,2017,3660781,344.0
227,2017,3660781,344.0
228,2017,E686545,290.0
229,2017,E687349,8.0
230,2017,E687419,184.0
231,2017,E687652,8.0
232,2017,E687665,3.0
232,2017,E687665,3.0
233,2017,E689355,5.0
234,2017,E689913,7.0
234,2017,E689913,7.0
235,2017,E688738,2.0
236,2017,E690706,7.0
236,2017,E690706,7.0
237,2017,E689811,2.0
238,2017,E690227,6.0
238,2017,E690227,6.0
239,2017,E690047,3.0
240,2017,E690560,160.0
241,2017,E694233,1.0
242,2017,E690054,39.0
242,2017,E690054,39.0
244,2017,E691853,2.0
245,2017,E691997,1.0
246,2017,E688682,42.0
246,2017,E688682,42.0
246,2017,E688682,42.0
246,2017,E688682,42.0
247,2017,E688750,4.0
248,2017,E692509,305.0
249,2017,E689336,129.0
249,2017,E689336,129.0
250,2017,E690033,8.0
250,2017,E690033,8.0
250,2017,E690033,8.0
251,2017,E690820,1.0
251,2017,E690820,1.0
251,2017,E690820,1.0
252,2017,E692354,35.0
252,2017,E692354,35.0
253,2017,E692481,197.0
253,2017,E692481,197.0
254,2017,E693189,7.0
255,2017,E700188,1.0
255,2017,E700188,1.0
256,2017,E696354,7.0
257,2017,E701014,6.0
258,2017,E693783,5.0
258,2017,E693783,5.0
259,2017,E695733,2.0
259,2017,E695733,2.0
260,2017,E694162,45.0
261,2017,E694418,40.0
262,2017,E694798,39.0
262,2017,E694798,39.0
263,2017,E695061,248.0
264,2017,3660803,344.0
265,2017,E695441,40.0
266,2017,E697132,25.0
267,2017,E695839,35.0
267,2017,E695839,35.0
268,2017,E696573,173.0
268,2017,E696573,173.0
269,2017,E695748,35.0
270,2017,E696023,8.0
270,2017,E696023,8.0
271,2017,E696171,7.0
272,2017,E696362,5.0
273,2017,E697690,6.0
274,2017,E697493,39.0
275,2017,E697697,5.0
275,2017,E697697,5.0
275,2017,E697697,5.0
275,2017,E697697,5.0
276,2017,E697769,82.0
277,2017,E698122,19.0
277,2017,E698122,19.0
278,2017,E697816,2.0
279,2017,E693779,5.0
280,2017,E697830,14.0
280,2017,E697830,14.0
281,2017,E697117,278.0
281,2017,E697117,278.0
282,2017,E690507,55.0
283,2017,E712979,180.0
284,2017,E714882,11.0
285,2017,E718658,7.0
286,2017,E688347,200.0
286,2017,E688347,200.0
287,2017,3722441,297.0
288,2017,E688984,189.0
291,2017,E697630,6.0
291,2017,E697630,6.0
292,2017,E697700,5.0
292,2017,E697700,5.0
292,2017,E697700,5.0
292,2017,E697700,5.0
293,2017,E697740,2.0
294,2017,E698792,40.0
295,2017,E694387,55.0
295,2017,E694387,55.0
296,2017,E695985,7.0
297,2017,3764477,263.0
298,2017,E699342,4.0
298,2017,E699342,4.0
299,2017,E699986,42.0
299,2017,E699986,42.0
300,2017,3764489,263.0
300,2017,3764489,263.0
301,2017,E700076,243.0
301,2017,E700076,243.0
302,2017,E700637,155.0
303,2017,E701231,3.0
304,2017,E702879,2.0
304,2017,E702879,2.0
305,2017,E700463,2.0
305,2017,E700463,2.0
306,2017,3659694,344.0
307,2017,E700409,2.0
307,2017,E700409,2.0
307,2017,E700409,2.0
308,2017,E703191,4.0
308,2017,E703191,4.0
309,2017,E704326,1.0
309,2017,E704326,1.0
310,2017,E698484,278.0
311,2017,E703810,6.0
311,2017,E703810,6.0
312,2017,E704620,3.0
313,2017,E702924,42.0
313,2017,E702924,42.0
313,2017,E702924,42.0
314,2017,E706379,2.0
315,2017,E700452,1.0
316,2017,E703741,6.0
317,2017,E704024,180.0
318,2017,E703950,122.0
319,2017,E705153,5.0
320,2017,E706112,1.0
320,2017,E706112,1.0
320,2017,E706112,1.0
321,2017,E704187,20.0
322,2017,E704312,21.0
323,2017,E704148,160.0
323,2017,E704148,160.0
323,2017,E704148,160.0
323,2017,E704148,160.0
325,2017,E704729,6.0
325,2017,E704729,6.0
325,2017,E704729,6.0
325,2017,E704729,6.0
326,2017,E704907,1.0
327,2017,E705130,24.0
328,2017,E705434,3.0
328,2017,E705434,3.0
328,2017,E705434,3.0
328,2017,E705434,3.0
328,2017,E705434,3.0
328,2017,E705434,3.0
328,2017,E705434,3.0
329,2017,E709896,8.0
330,2017,E712811,2.0
331,2017,E706887,2.0
332,2017,3755962,263.0
333,2017,3752234,160.0
333,2017,3752234,160.0
334,2017,E711265,7.0
335,2017,E708617,3.0
336,2017,E706403,290.0
336,2017,E706403,290.0
336,2017,E706403,290.0
337,2017,E706633,1.0
337,2017,E706633,1.0
337,2017,E706633,1.0
338,2017,E707219,25.0
339,2017,E713422,3.0
340,2017,E711224,3.0
340,2017,E711224,3.0
340,2017,E711224,3.0
340,2017,E711224,3.0
340,2017,E711224,3.0
340,2017,E711224,3.0
341,2017,E707000,7.0
341,2017,E707000,7.0
342,2017,E707263,46.0
343,2017,E699408,40.0
343,2017,E699408,40.0
344,2017,E708509,3.0
344,2017,E708509,3.0
345,2017,3658418,344.0
346,2017,E710424,32.0
347,2017,E702148,278.0
348,2017,E697573,180.0
349,2017,3633271,278.0
349,2017,3633271,278.0
349,2017,3633271,278.0
350,2017,3604498,40.0
351,2017,E702002,337.0
352,2017,E707748,206.0
353,2017,E708415,4.0
354,2017,E708471,122.0
355,2017,E708997,14.0
356,2017,E709789,7.0
357,2017,E709917,248.0
358,2017,E710024,3.0
359,2017,E710133,40.0
359,2017,E710133,40.0
360,2017,E710179,169.0
361,2017,E711100,14.0
361,2017,E711100,14.0
362,2017,DC & Ob,
363,2017,E661997,42.0
363,2017,E661997,42.0
364,2017,E670920,35.0
365,2017,E715833,8.0
365,2017,E715833,8.0
366,2017,E710609,40.0
367,2017,E710735,3.0
369,2017,E712429,41.0
370,2017,E712928,22.0
371,2017,E713158,42.0
372,2017,E711580,14.0
372,2017,E711580,14.0
373,2017,E717141,5.0
374,2017,E713128,290.0
375,2017,E714175,1.0
376,2017,E708623,194.0
376,2017,E708623,194.0
377,2017,E715290,4.0
377,2017,E715290,4.0
377,2017,E715290,4.0
378,2017,E718835,6.0
378,2017,E718835,6.0
378,2017,E718835,6.0
379,2017,E716020,4.0
379,2017,E716020,4.0
380,2017,E716406,1.0
381,2017,E714634,155.0
382,2017,E715263,5.0
383,2017,E715997,278.0
383,2017,E715997,278.0
384,2017,E716082,1.0
384,2017,E716082,1.0
385,2017,E716150,4.0
385,2017,E716150,4.0
386,2017,E718363,6.0
386,2017,E718363,6.0
387,2017,E713668,2.0
388,2017,E716666,1.0
389,2017,E710103,146.0
389,2017,E710103,146.0
390,2017,E688002,44.0
391,2017,E716276,127.0
391,2017,E716276,127.0
392,2017,E716663,2.0
393,2017,E716733,305.0
394,2017,E721335,14.0
395,2017,E719219,8.0
395,2017,E719219,8.0
396,2017,E717843,35.0
397,2017,E718526,127.0
398,2017,E721337,31.0
399,2017,E721086,2.0
400,2017,E717543,2.0
400,2017,E717543,2.0
401,2017,E711056,1.0
402,2017,E718360,223.0
403,2017,3658374,344.0
404,2017,E721370,1.0
404,2017,E721370,1.0
404,2017,E721370,1.0
405,2017,E711489,146.0
406,2017,E719375,8.0
406,2017,E719375,8.0
407,2017,E716718,42.0
408,2017,E768481,2.0
408,2017,E768481,2.0
409,2017,E721588,25.0
410,2017,E718794,39.0
411,2017,E719488,25.0
412,2017,E726244,7.0
412,2017,E726244,7.0
413,2017,3658425,344.0
413,2017,3658425,344.0
414,2017,E720718,346.0
415,2017,E720099,7.0
416,2017,3659753,344.0
416,2017,3659753,344.0
417,2017,E720823,35.0
418,2017,E721634,1.0
418,2017,E721634,1.0
419,2017,E721081,26.0
419,2017,E721081,26.0
420,2017,E721288,4.0
421,2017,E721775,40.0
422,2017,E726850,14.0
423,2017,E725861,7.0
424,2017,E732654,21.0
424,2017,E732654,21.0
425,2017,E720304,173.0
426,2017,E722375,5.0
426,2017,E722375,5.0
427,2017,E728730,59.0
428,2017,E723014,1.0
428,2017,E723014,1.0
430,2017,E725274,1.0
430,2017,E725274,1.0
431,2017,E723885,232.0
432,2017,3753424,263.0
433,2017,E726894,146.0
434,2017,2915831,278.0
435,2017,E732107,2.0
435,2017,E732107,2.0
436,2017,E729964,1.0
437,2017,E728532,122.0
438,2017,E727404,4.0
438,2017,E727404,4.0
439,2017,E728122,172.0
439,2017,E728122,172.0
439,2017,E728122,172.0
440,2017,E728240,42.0
440,2017,E728240,42.0
441,2017,E720789,278.0
442,2017,E728776,35.0
442,2017,E728776,35.0
443,2017,E733974,1.0
443,2017,E733974,1.0
444,2017,E717650,46.0
445,2017,E731604,13.0
446,2017,3753162,263.0
447,2017,3658375,344.0
448,2017,3764453,263.0
449,2017,E728921,11.0
449,2017,E728921,11.0
450,2017,E734038,2.0
451,2017,E729623,330.0
452,2017,E728968,25.0
452,2017,E728968,25.0
452,2017,E728968,25.0
453,2017,E733975,1.0
454,2017,E731602,13.0
454,2017,E731602,13.0
455,2017,E732289,16.0
456,2017,E765189,7.0
456,2017,E765189,7.0
457,2017,0Tech &,1.0
457,2017,0Tech &,1.0
458,2017,E728291,28.0
459,2017,E733425,26.0
460,2017,E731150,32.0
461,2017,E720750,266.0
462,2017,3659769,344.0
462,2017,3659769,344.0
463,2017,E731718,127.0
464,2017,E745012,3.0
464,2017,E745012,3.0
465,2017,E734615,8.0
465,2017,E734615,8.0
466,2017,E759193,2.0
467,2017,E732281,7.0
467,2017,E732281,7.0
467,2017,E732281,7.0
468,2017,E734043,278.0
469,2017,E738290,2.0
469,2017,E738290,2.0
469,2017,E738290,2.0
470,2017,E732624,348.0
471,2017,E735207,3.0
472,2017,E733004,4.0
472,2017,E733004,4.0
473,2017,E733846,278.0
474,2017,E735479,297.0
475,2017,E733876,26.0
475,2017,E733876,26.0
476,2017,E737847,2.0
476,2017,E737847,2.0
476,2017,E737847,2.0
477,2017,E738307,6.0
477,2017,E738307,6.0
478,2017,E738191,22.0
479,2017,E735918,7.0
480,2017,E735956,229.0
481,2017,E736595,11.0
482,2017,E740769,2.0
483,2017,E754695,8.0
483,2017,E754695,8.0
483,2017,E754695,8.0
484,2017,E740061,5.0
484,2017,E740061,5.0
484,2017,E740061,5.0
485,2017,E742491,1.0
486,2017,E739914,53.0
486,2017,E739914,53.0
486,2017,E739914,53.0
487,2017,E740343,25.0
488,2017,E734122,7.0
489,2017,E733845,28.0
491,2017,E741248,14.0
491,2017,E741248,14.0
492,2017,E739087,55.0
492,2017,E739087,55.0
493,2017,3726113,263.0
494,2017,E738643,159.0
494,2017,E738643,159.0
495,2017,E744683,330.0
496,2017,E747588,305.0
497,2017,E770794,7.0
498,2017,E731942,305.0
499,2017,3764567,263.0
500,2017,E773500,205.0
500,2017,E773500,205.0
501,2017,3762650,263.0
502,2017,E743140,40.0
502,2017,E743140,40.0
503,2017,E743130,35.0
503,2017,E743130,35.0
504,2017,E744024,171.0
505,2017,E744245,30.0
506,2017,E752354,7.0
506,2017,E752354,7.0
506,2017,E752354,7.0
507,2017,E744598,330.0
508,2017,E744778,146.0
508,2017,E744778,146.0
509,2017,E745415,249.0
510,2017,E745954,29.0
510,2017,E745954,29.0
510,2017,E745954,29.0
511,2017,E746877,7.0
511,2017,E746877,7.0
512,2017,E746851,3.0
512,2017,E746851,3.0
513,2017,E748207,7.0
514,2017,E747067,39.0
515,2017,E753370,2.0
515,2017,E753370,2.0
515,2017,E753370,2.0
516,2017,3688140,160.0
516,2017,3688140,160.0
517,2017,E747398,39.0
517,2017,E747398,39.0
518,2017,E747528,247.0
519,2017,E748889,2.0
519,2017,E748889,2.0
519,2017,E748889,2.0
520,2017,E748935,290.0
521,2017,E749014,146.0
522,2017,E749080,262.0
523,2017,E750315,8.0
524,2017,E751656,2.0
524,2017,E751656,2.0
525,2017,3818457,7.0
526,2017,E751231,7.0
527,2017,3748033,7.0
527,2017,3748033,7.0
528,2017,E750985,4.0
528,2017,E750985,4.0
529,2017,E756162,5.0
530,2017,E753247,3.0
531,2017,E753420,5.0
532,2017,E750734,3.0
533,2017,3661026,344.0
534,2017,E751154,4.0
534,2017,E751154,4.0
535,2017,E749500,55.0
536,2017,E754240,4.0
537,2017,E752997,2.0
537,2017,E752997,2.0
538,2017,E743501,30.0
539,2017,E756767,25.0
540,2017,E754384,4.0
541,2017,E758417,3.0
542,2017,E750745,35.0
542,2017,E750745,35.0
543,2017,3756384,263.0
544,2017,00Media,
546,2017,E744509,143.0
547,2017,E748221,25.0
548,2017,E742810,337.0
549,2017,E746043,122.0
549,2017,E746043,122.0
550,2017,17-0332,8.0
1,2018,E754460,222.0
1,2018,E754460,222.0
2,2018,E758525,1.0
3,2018,E756648,3.0
3,2018,E756648,3.0
4,2018,E755037,268.0
5,2018,E755994,127.0
5,2018,E755994,127.0
5,2018,E755994,127.0
6,2018,E756221,127.0
7,2018,E756340,8.0
7,2018,E756340,8.0
8,2018,E756459,146.0
9,2018,E757875,6.0
10,2018,E757434,19.0
